"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:20 AM","b1_male_ae_pulmonary_fluidreasoning_fev1_figurecopy.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","./studies/nas/physical-cognitive/2015-12-18/b1_male_ae_pulmonary_fluidreasoning_fev1_figurecopy.out","nas","b1","male","ae","fev1","figurecopy",1132,6,NA,30,-23172.516,46405.032,46555.984,46460.695,46406.721373297,TRUE,TRUE,NA,0,4.166,1.09,3.824,0,0.009,0.006,1.464,0.143,-0.133,0.109,-1.217,0.223,-0.05,0.063,-0.794,0.427,-0.604,0.198,-3.057,0.002,28.012,1.405,19.938,0,0.035,0.006,5.967,0,-0.024,0.061,-0.399,0.69,2.274,0.138,16.462,0,13.075,1.438,9.09,0,0.011,0.014,0.784,0.433,0.073,0.128,0.569,0.569,17.914,0.665,26.922,0,24.267,0.503,48.269,0,-0.267,0.033,-8.063,0,12.896,0.499,25.865,0,-0.135,0.056,-2.386,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.304,0.022,-14.078,0,-0.002,0.002,-1.297,0.195,-0.16,0.025,-6.52,0,-0.002,0.003,-0.843,0.399,0.195,0.065,2.993,0.003,0.007,0.004,1.825,0.068,0.334,0.065,5.128,0,-0.009,0.007,-1.243,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:21 AM","b1_male_ae_pulmonary_fluidreasoning_fev1_patterncomparison.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","./studies/nas/physical-cognitive/2015-12-18/b1_male_ae_pulmonary_fluidreasoning_fev1_patterncomparison.out","nas","b1","male","ae","fev1","patterncomparison",1132,4,NA,30,-17525.046,35110.092,35261.044,35165.756,35111.781373297,TRUE,TRUE,NA,0,-0.202,0.299,-0.676,0.499,-0.003,0.002,-1.312,0.19,-0.047,0.042,-1.116,0.265,0.002,0.019,0.111,0.911,0.038,0.048,0.794,0.427,28.165,1.419,19.846,0,0.04,0.007,5.375,0,-0.042,0.069,-0.609,0.542,2.13,0.159,13.386,0,0.943,0.18,5.234,0,0.003,0.004,0.795,0.427,0.044,0.018,2.45,0.014,0.97,0.088,10.994,0,24.299,0.506,48.015,0,-0.278,0.036,-7.778,0,6.058,0.158,38.381,0,0.092,0.028,3.34,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.303,0.022,-13.93,0,-0.002,0.002,-1.273,0.203,0.078,0.008,9.607,0,0.003,0.001,2.616,0.009,0.195,0.066,2.966,0.003,0.008,0.004,1.76,0.078,-0.045,0.019,-2.334,0.02,-0.002,0.003,-0.727,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:21 AM","b1_male_ae_pulmonary_global_fev1_mmse.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","./studies/nas/physical-cognitive/2015-12-18/b1_male_ae_pulmonary_global_fev1_mmse.out","nas","b1","male","ae","fev1","mmse",1132,6,NA,30,-20267.242,40594.484,40745.436,40650.147,40596.173373297,TRUE,TRUE,NA,0,1.147,0.321,3.568,0,-0.001,0.002,-0.647,0.518,-0.061,0.038,-1.592,0.111,0.02,0.022,0.939,0.348,-0.046,0.061,-0.753,0.451,28.007,1.404,19.943,0,0.035,0.006,5.96,0,-0.018,0.061,-0.301,0.763,2.28,0.139,16.362,0,0.819,0.279,2.94,0.003,0.003,0.002,1.07,0.285,0.007,0.023,0.298,0.766,2.12,0.14,15.194,0,24.24,0.503,48.144,0,-0.269,0.033,-8.096,0,26.899,0.186,144.803,0,-0.067,0.022,-3.066,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.305,0.022,-14.113,0,-0.002,0.002,-1.362,0.173,-0.074,0.01,-7.63,0,-0.002,0.001,-1.563,0.118,0.199,0.065,3.044,0.002,0.007,0.004,1.858,0.063,0.12,0.023,5.163,0,0.001,0.003,0.503,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:21 AM","b1_male_ae_pulmonary_memory_fev1_delayedrecall.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","./studies/nas/physical-cognitive/2015-12-18/b1_male_ae_pulmonary_memory_fev1_delayedrecall.out","nas","b1","male","ae","fev1","delayedrecall",1132,6,NA,30,-19799.953,39659.907,39810.859,39715.571,39661.596373297,TRUE,TRUE,NA,0,0.69,0.355,1.946,0.052,0,0.002,-0.024,0.981,0.011,0.04,0.271,0.786,-0.004,0.022,-0.168,0.866,0.039,0.054,0.716,0.474,28.024,1.404,19.959,0,0.035,0.006,5.943,0,-0.025,0.061,-0.412,0.681,2.28,0.14,16.334,0,1.999,0.171,11.681,0,0.007,0.002,4.253,0,-0.002,0.013,-0.154,0.877,1.349,0.06,22.649,0,24.246,0.503,48.23,0,-0.264,0.033,-8.057,0,5.544,0.193,28.776,0,-0.093,0.022,-4.272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.304,0.022,-14.097,0,-0.002,0.002,-1.218,0.223,-0.082,0.009,-9.394,0,-0.003,0.001,-3.249,0.001,0.198,0.065,3.037,0.002,0.007,0.004,1.788,0.074,0.11,0.025,4.458,0,-0.001,0.003,-0.399,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:22 AM","b1_male_ae_pulmonary_memory_fev1_immediaterecall.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","./studies/nas/physical-cognitive/2015-12-18/b1_male_ae_pulmonary_memory_fev1_immediaterecall.out","nas","b1","male","ae","fev1","immediaterecall",1132,6,NA,30,-21790.971,43641.942,43792.894,43697.605,43643.631373297,TRUE,TRUE,NA,0,1.605,0.701,2.288,0.022,0.004,0.003,1.175,0.24,-0.001,0.074,-0.019,0.985,-0.045,0.042,-1.063,0.288,-0.132,0.108,-1.224,0.221,28.022,1.405,19.946,0,0.035,0.006,5.945,0,-0.025,0.061,-0.417,0.677,2.28,0.139,16.367,0,6.891,0.642,10.735,0,0.012,0.007,1.79,0.073,0.005,0.053,0.1,0.92,6.188,0.357,17.31,0,24.258,0.503,48.244,0,-0.266,0.033,-8.102,0,17.146,0.383,44.746,0,-0.189,0.043,-4.404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.304,0.022,-14.06,0,-0.002,0.002,-1.315,0.189,-0.17,0.017,-9.752,0,-0.006,0.002,-3.061,0.002,0.197,0.065,3.018,0.003,0.007,0.004,1.816,0.069,0.253,0.048,5.276,0,0.001,0.005,0.206,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:22 AM","b1_male_ae_pulmonary_verbalfluency_fev1_animals.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","./studies/nas/physical-cognitive/2015-12-18/b1_male_ae_pulmonary_verbalfluency_fev1_animals.out","nas","b1","male","ae","fev1","animals",1132,5,NA,30,-22126.896,44313.792,44464.744,44369.455,44315.481373297,TRUE,TRUE,NA,0,-0.357,0.865,-0.412,0.68,0,0.005,0.076,0.939,0.059,0.093,0.635,0.525,-0.005,0.053,-0.102,0.919,0.145,0.144,1.003,0.316,28.016,1.403,19.966,0,0.037,0.006,6.069,0,-0.031,0.063,-0.498,0.619,2.269,0.144,15.727,0,12.447,1.168,10.653,0,0.022,0.01,2.137,0.033,-0.101,0.098,-1.034,0.301,10.434,0.456,22.879,0,24.234,0.503,48.158,0,-0.259,0.034,-7.676,0,16.171,0.465,34.741,0,-0.113,0.051,-2.243,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.303,0.022,-14.046,0,-0.002,0.002,-1.264,0.206,-0.159,0.024,-6.729,0,-0.008,0.003,-2.982,0.003,0.198,0.065,3.038,0.002,0.007,0.004,1.656,0.098,0.346,0.061,5.704,0,-0.007,0.006,-1.041,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:22 AM","b1_male_ae_pulmonary_workingmemory_fev1_digitbackwardspan.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","./studies/nas/physical-cognitive/2015-12-18/b1_male_ae_pulmonary_workingmemory_fev1_digitbackwardspan.out","nas","b1","male","ae","fev1","digitbackwardspan",1132,6,NA,30,-18825.801,37711.601,37862.553,37767.265,37713.290373297,TRUE,TRUE,NA,0,0.286,0.279,1.025,0.305,0.002,0.001,1.536,0.125,-0.002,0.027,-0.077,0.939,-0.002,0.015,-0.101,0.92,0.045,0.043,1.033,0.302,28.054,1.406,19.947,0,0.035,0.006,5.96,0,-0.026,0.061,-0.433,0.665,2.28,0.139,16.357,0,0.945,0.105,9.034,0,0,0.001,0.567,0.57,-0.01,0.008,-1.339,0.181,0.942,0.04,23.611,0,24.262,0.503,48.239,0,-0.265,0.033,-8.019,0,4.41,0.139,31.708,0,-0.018,0.013,-1.389,0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.304,0.022,-14.086,0,-0.002,0.002,-1.217,0.224,-0.02,0.007,-3.061,0.002,-0.001,0.001,-1.791,0.073,0.196,0.065,3.007,0.003,0.007,0.004,1.813,0.07,0.092,0.018,5.209,0,-0.002,0.002,-1.413,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:22 AM","b1_male_ae_pulmonary_workingmemory_fev1_digitbackwardtotal.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","./studies/nas/physical-cognitive/2015-12-18/b1_male_ae_pulmonary_workingmemory_fev1_digitbackwardtotal.out","nas","b1","male","ae","fev1","digitbackwardtotal",1132,6,NA,30,-20143.658,40347.316,40498.268,40402.98,40349.005373297,TRUE,TRUE,NA,0,0.417,0.456,0.915,0.36,0.001,0.002,0.598,0.55,0.002,0.042,0.041,0.967,0.02,0.027,0.753,0.451,0.082,0.066,1.24,0.215,28.043,1.406,19.947,0,0.035,0.006,5.967,0,-0.027,0.061,-0.435,0.663,2.279,0.139,16.362,0,2.922,0.27,10.827,0,0.002,0.002,0.91,0.363,-0.044,0.02,-2.133,0.033,2.26,0.098,22.958,0,24.262,0.503,48.258,0,-0.265,0.033,-8.028,0,3.785,0.221,17.161,0,-0.028,0.019,-1.466,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.304,0.022,-14.084,0,-0.002,0.002,-1.217,0.224,-0.043,0.011,-3.997,0,-0.001,0.001,-1.288,0.198,0.196,0.065,3.006,0.003,0.007,0.004,1.827,0.068,0.169,0.029,5.805,0,-0.004,0.002,-1.6,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:10 AM","b1_male_aeh_pulmonary_fluidreasoning_fev1_figurecopy.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","./studies/nas/physical-cognitive/2015-12-18/b1_male_aeh_pulmonary_fluidreasoning_fev1_figurecopy.out","nas","b1","male","aeh","fev1","figurecopy",1132,6,NA,38,-26733.983,53543.966,53735.172,53614.473,53546.6778023788,TRUE,TRUE,NA,0,3.925,1.016,3.863,0,0.009,0.006,1.494,0.135,-0.128,0.104,-1.229,0.219,-0.051,0.064,-0.8,0.423,-0.605,0.197,-3.065,0.002,24.658,1.328,18.565,0,0.035,0.006,5.944,0,-0.003,0.063,-0.044,0.965,2.273,0.138,16.486,0,13.054,1.437,9.081,0,0.011,0.014,0.797,0.425,0.072,0.128,0.563,0.574,17.911,0.665,26.925,0,-25.537,4.154,-6.148,0,0.054,0.263,0.207,0.836,8.531,4.843,1.761,0.078,-0.045,0.485,-0.092,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238,0.021,-11.193,0,-0.003,0.002,-1.632,0.103,-0.154,0.025,-6.073,0,-0.003,0.003,-0.866,0.386,0.137,0.061,2.238,0.025,0.008,0.004,1.942,0.052,0.329,0.066,5.007,0,-0.009,0.007,-1.214,0.225,0.29,0.024,11.891,0,-0.002,0.002,-1.219,0.223,0.025,0.028,0.9,0.368,-0.001,0.003,-0.187,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:11 AM","b1_male_aeh_pulmonary_fluidreasoning_fev1_patterncomparison.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","./studies/nas/physical-cognitive/2015-12-18/b1_male_aeh_pulmonary_fluidreasoning_fev1_patterncomparison.out","nas","b1","male","aeh","fev1","patterncomparison",1132,4,NA,38,-21085.676,42247.351,42438.557,42317.858,42250.0628023788,TRUE,TRUE,NA,0,-0.023,0.29,-0.079,0.937,-0.003,0.002,-1.214,0.225,-0.053,0.039,-1.35,0.177,-0.001,0.019,-0.062,0.95,0.036,0.048,0.757,0.449,24.807,1.339,18.525,0,0.039,0.007,5.348,0,-0.018,0.07,-0.255,0.799,2.131,0.159,13.405,0,0.93,0.18,5.161,0,0.003,0.004,0.768,0.442,0.045,0.018,2.502,0.012,0.972,0.089,10.959,0,-25.409,4.174,-6.087,0,0.055,0.289,0.19,0.849,8.506,1.386,6.136,0,-0.01,0.211,-0.047,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.237,0.021,-11.08,0,-0.003,0.002,-1.62,0.105,0.075,0.008,8.937,0,0.003,0.001,2.724,0.006,0.136,0.062,2.205,0.027,0.008,0.004,1.877,0.061,-0.043,0.019,-2.2,0.028,-0.003,0.003,-0.76,0.447,0.289,0.024,11.822,0,-0.002,0.002,-1.163,0.245,-0.014,0.008,-1.775,0.076,0.001,0.001,0.494,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
