"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:02 AM","b1_female_a_fev_bnt.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-bnt/b1_female_a_fev_bnt.out","map","b1","female","a","fev","bnt",1029,4,NA,21,-5150.246,10342.492,10446.155,10379.457,10343.4095769613,TRUE,TRUE,NA,0,0.06,0.02,3.053,0.002,0,0.001,-0.016,0.987,-0.002,0.005,-0.354,0.723,0,0.004,-0.005,0.996,0,0.003,-0.146,0.884,0.133,0.007,17.998,0,0,0,0.324,0.746,-0.001,0.001,-1.073,0.283,0.023,0.002,11.889,0,1.276,0.204,6.248,0,0.027,0.007,3.829,0,-0.106,0.03,-3.501,0,0.441,0.021,21.083,0,1.735,0.02,86.573,0,-0.037,0.004,-9.544,0,14.187,0.058,244.152,0,0.039,0.013,3.022,0.003,0.145,0.045,3.238,0.001,-0.008,0.478,-0.016,0.987,-0.005,0.031,-0.146,0.884,-0.025,0.002,-14.965,0,0.001,0,1.757,0.079,-0.028,0.005,-5.463,0,-0.001,0.001,-0.656,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:02 AM","b1_female_ae_fev_bnt.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-bnt/b1_female_ae_fev_bnt.out","map","b1","female","ae","fev","bnt",1029,4,NA,25,-5106.629,10263.258,10386.667,10307.264,10264.554111665,TRUE,TRUE,NA,0,0.042,0.019,2.217,0.027,0,0.001,-0.01,0.992,-0.001,0.005,-0.136,0.892,0,0.004,0.019,0.985,0,0.003,-0.157,0.875,0.13,0.007,18,0,0,0,0.324,0.746,-0.001,0.001,-1.063,0.288,0.023,0.002,11.875,0,1.175,0.195,6.028,0,0.027,0.007,3.767,0,-0.101,0.03,-3.392,0.001,0.44,0.021,21.075,0,1.614,0.034,47.681,0,-0.036,0.008,-4.668,0,13.413,0.134,100.452,0,0.083,0.035,2.337,0.019,0.106,0.047,2.282,0.022,-0.005,0.473,-0.01,0.992,-0.005,0.031,-0.158,0.875,-0.025,0.002,-14.913,0,0.001,0,1.738,0.082,-0.026,0.005,-5.252,0,-0.001,0.001,-0.75,0.453,0.016,0.004,4.286,0,0,0.001,-0.112,0.911,0.102,0.014,7.286,0,-0.006,0.004,-1.518,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:03 AM","b1_female_aeh_fev_bnt.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-bnt/b1_female_aeh_fev_bnt.out","map","b1","female","aeh","fev","bnt",1024,4,NA,29,-4947.986,9953.972,10096.985,10004.878,9955.72250301811,TRUE,TRUE,NA,0,0.021,0.015,1.374,0.17,0,0.001,0.04,0.968,0,0.004,0.11,0.913,0,0.003,0.067,0.947,-0.001,0.003,-0.372,0.71,0.114,0.007,17.474,0,0,0,0.33,0.742,-0.001,0.001,-0.712,0.476,0.023,0.002,11.848,0,1.004,0.107,9.417,0,0.024,0.006,3.992,0,-0.081,0.017,-4.716,0,0.432,0.02,21.989,0,1.657,0.032,52.488,0,-0.038,0.008,-4.789,0,13.461,0.133,100.978,0,0.081,0.035,2.296,0.022,0.062,0.045,1.373,0.17,0.019,0.486,0.04,0.968,-0.012,0.031,-0.373,0.709,-0.022,0.002,-13.642,0,0.001,0,1.461,0.144,-0.022,0.005,-4.504,0,-0.001,0.001,-0.777,0.437,0.009,0.003,2.665,0.008,0,0.001,0.157,0.875,0.095,0.014,6.751,0,-0.006,0.004,-1.506,0.132,1.888,0.178,10.594,0,-0.057,0.035,-1.619,0.105,1.88,0.574,3.275,0.001,-0.099,0.146,-0.679,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:03 AM","b1_female_aehplus_fev_bnt.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-bnt/b1_female_aehplus_fev_bnt.out","map","b1","female","aehplus","fev","bnt",934,4,NA,41,-4437.023,8956.046,9154.465,9024.252,8959.90698654708,TRUE,TRUE,NA,0,0.026,0.016,1.635,0.102,0,0.001,-0.094,0.925,0.001,0.005,0.131,0.896,0,0.004,0.084,0.933,-0.003,0.003,-0.929,0.353,0.113,0.007,16.694,0,0,0,0.449,0.654,0,0.001,-0.211,0.833,0.023,0.002,10.852,0,0.947,0.094,10.064,0,0.025,0.006,3.9,0,-0.09,0.018,-4.934,0,0.43,0.021,20.773,0,1.705,0.037,45.778,0,-0.043,0.01,-4.348,0,13.587,0.152,89.192,0,0.073,0.04,1.841,0.066,0.08,0.049,1.639,0.101,-0.04,0.429,-0.094,0.925,-0.03,0.033,-0.938,0.348,-0.022,0.002,-12.597,0,0.001,0,1.437,0.151,-0.026,0.005,-5.064,0,-0.001,0.001,-0.477,0.634,0.01,0.004,2.806,0.005,0,0.001,0.112,0.91,0.086,0.015,5.67,0,-0.006,0.004,-1.642,0.101,1.833,0.183,10.001,0,-0.08,0.037,-2.154,0.031,2.333,0.597,3.904,0,-0.173,0.156,-1.11,0.267,-0.106,0.026,-4.122,0,0.007,0.006,1.266,0.205,0.027,0.073,0.365,0.715,0.005,0.021,0.232,0.817,-0.069,0.04,-1.701,0.089,-0.006,0.007,-0.835,0.404,0.085,0.111,0.766,0.444,0,0.033,-0.002,0.998,-0.004,0.032,-0.128,0.898,0.01,0.007,1.342,0.18,-0.223,0.108,-2.07,0.038,0.061,0.027,2.262,0.024
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:02 AM","b1_male_a_fev_bnt.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-bnt/b1_male_a_fev_bnt.out","map","b1","male","a","fev","bnt",349,4,NA,21,-2003.052,4048.104,4129.06,4062.441,4050.92968807339,TRUE,TRUE,NA,0,0.118,0.046,2.574,0.01,0,0.002,0.036,0.971,-0.015,0.008,-1.946,0.052,-0.004,0.011,-0.413,0.68,-0.006,0.007,-0.769,0.442,0.313,0.027,11.546,0,0.001,0.001,0.99,0.322,-0.007,0.004,-1.643,0.1,0.046,0.006,8.296,0,1.35,0.564,2.392,0.017,0.003,0.008,0.363,0.717,-0.05,0.054,-0.924,0.356,0.385,0.033,11.588,0,2.396,0.056,43.122,0,-0.035,0.011,-3.258,0.001,14.334,0.134,106.904,0,0.02,0.019,1.048,0.295,0.181,0.077,2.354,0.019,0.031,0.868,0.036,0.972,-0.042,0.054,-0.771,0.44,-0.027,0.004,-6.125,0,-0.002,0.001,-1.882,0.06,-0.025,0.014,-1.808,0.071,0.001,0.002,0.635,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:02 AM","b1_male_ae_fev_bnt.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-bnt/b1_male_ae_fev_bnt.out","map","b1","male","ae","fev","bnt",349,4,NA,25,-1988.207,4026.414,4122.791,4043.483,4030.43876780186,TRUE,TRUE,NA,0,0.082,0.042,1.961,0.05,0,0.002,-0.033,0.974,-0.012,0.007,-1.706,0.088,-0.003,0.01,-0.288,0.773,-0.006,0.007,-0.767,0.443,0.295,0.026,11.339,0,0.001,0.001,0.988,0.323,-0.007,0.004,-1.578,0.115,0.046,0.006,8.306,0,1.279,0.534,2.395,0.017,0.003,0.008,0.328,0.743,-0.046,0.052,-0.874,0.382,0.385,0.033,11.578,0,2.084,0.088,23.575,0,-0.025,0.015,-1.724,0.085,13.719,0.24,57.172,0,0.063,0.038,1.666,0.096,0.134,0.077,1.748,0.08,-0.029,0.884,-0.033,0.973,-0.042,0.054,-0.769,0.442,-0.027,0.004,-6.642,0,-0.002,0.001,-1.888,0.059,-0.026,0.014,-1.948,0.051,0.001,0.002,0.668,0.504,0.038,0.009,4.36,0,-0.001,0.002,-0.7,0.484,0.074,0.021,3.476,0.001,-0.005,0.004,-1.342,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:02 AM","b1_male_aeh_fev_bnt.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-bnt/b1_male_aeh_fev_bnt.out","map","b1","male","aeh","fev","bnt",344,4,NA,29,-1957.378,3972.755,4084.134,3992.138,3978.29640127389,TRUE,TRUE,NA,0,0.052,0.041,1.243,0.214,0,0.002,0.149,0.882,-0.009,0.007,-1.313,0.189,-0.007,0.01,-0.661,0.509,-0.005,0.007,-0.711,0.477,0.277,0.025,11.171,0,0.001,0.001,1.059,0.289,-0.008,0.004,-1.958,0.05,0.046,0.006,8.271,0,1.232,0.531,2.32,0.02,0.002,0.008,0.285,0.775,-0.041,0.053,-0.787,0.431,0.385,0.034,11.467,0,2.112,0.088,23.885,0,-0.022,0.016,-1.391,0.164,13.758,0.232,59.419,0,0.059,0.039,1.533,0.125,0.088,0.077,1.15,0.25,0.133,0.988,0.135,0.893,-0.039,0.055,-0.713,0.476,-0.026,0.004,-6.409,0,-0.002,0.001,-1.997,0.046,-0.024,0.014,-1.756,0.079,0.001,0.002,0.543,0.587,0.029,0.009,3.263,0.001,-0.002,0.002,-0.91,0.363,0.059,0.021,2.831,0.005,-0.004,0.004,-0.94,0.347,1.714,0.408,4.204,0,0.09,0.114,0.789,0.43,3.133,1.048,2.989,0.003,-0.286,0.17,-1.684,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:02 AM","b1_male_aehplus_fev_bnt.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-bnt/b1_male_aehplus_fev_bnt.out","map","b1","male","aehplus","fev","bnt",321,4,NA,41,-1790.133,3662.266,3816.895,3686.85,3674.61008602151,TRUE,TRUE,NA,0,0.04,0.039,1.036,0.3,0,0.002,0.137,0.891,-0.01,0.008,-1.381,0.167,-0.002,0.012,-0.191,0.849,-0.005,0.008,-0.623,0.533,0.266,0.025,10.771,0,0.001,0.001,0.659,0.51,-0.007,0.004,-1.818,0.069,0.047,0.006,8.042,0,1.069,0.541,1.978,0.048,0.002,0.008,0.262,0.794,-0.037,0.057,-0.646,0.518,0.379,0.035,10.96,0,2.35,0.116,20.292,0,-0.06,0.023,-2.6,0.009,13.736,0.28,49.019,0,0.052,0.052,1.003,0.316,0.075,0.081,0.926,0.355,0.163,1.336,0.122,0.903,-0.036,0.058,-0.623,0.533,-0.026,0.004,-6.165,0,-0.001,0.001,-0.99,0.322,-0.027,0.015,-1.767,0.077,0.002,0.002,0.808,0.419,0.023,0.01,2.295,0.022,-0.001,0.002,-0.519,0.604,0.058,0.021,2.712,0.007,-0.003,0.004,-0.741,0.459,2.02,0.421,4.796,0,0.047,0.121,0.391,0.696,2.963,1.051,2.821,0.005,-0.338,0.176,-1.927,0.054,-0.185,0.066,-2.801,0.005,0.055,0.014,3.988,0,0.04,0.152,0.261,0.794,0.002,0.03,0.057,0.955,-0.111,0.081,-1.374,0.17,-0.024,0.016,-1.518,0.129,0.11,0.153,0.721,0.471,-0.016,0.033,-0.491,0.623,-0.193,0.083,-2.339,0.019,0.016,0.015,1.045,0.296,0.113,0.121,0.934,0.35,-0.002,0.029,-0.053,0.958
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:04 AM","b1_female_a_fev_bostordel.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-bostordel/b1_female_a_fev_bostordel.out","map","b1","female","a","fev","bostordel",1030,4,NA,21,-7930.539,15903.077,16006.761,15940.062,15903.9936666667,TRUE,TRUE,NA,0,0.03,0.023,1.298,0.194,0,0.002,0.186,0.852,0.005,0.009,0.529,0.597,-0.005,0.005,-0.96,0.337,-0.009,0.006,-1.507,0.132,0.133,0.007,18.026,0,0,0,0.351,0.726,-0.001,0.001,-1.171,0.242,0.023,0.002,11.862,0,1.369,0.177,7.717,0,0.074,0.026,2.909,0.004,0.031,0.055,0.553,0.58,2.363,0.121,19.466,0,1.736,0.02,86.551,0,-0.037,0.004,-9.443,0,9.677,0.074,130.074,0,0.014,0.028,0.489,0.625,0.07,0.054,1.299,0.194,0.105,0.614,0.17,0.865,-0.039,0.026,-1.522,0.128,-0.025,0.002,-14.98,0,0.001,0,1.758,0.079,-0.031,0.007,-4.485,0,-0.007,0.003,-2.738,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:04 AM","b1_female_ae_fev_bostordel.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-bostordel/b1_female_ae_fev_bostordel.out","map","b1","female","ae","fev","bostordel",1030,4,NA,25,-7906.153,15862.307,15985.739,15906.337,15863.6018207171,TRUE,TRUE,NA,0,0.015,0.023,0.649,0.517,0,0.002,0.151,0.88,0.006,0.009,0.642,0.521,-0.004,0.005,-0.901,0.368,-0.009,0.006,-1.511,0.131,0.13,0.007,18.012,0,0,0,0.349,0.727,-0.001,0.001,-1.137,0.255,0.023,0.002,11.854,0,1.286,0.173,7.443,0,0.074,0.026,2.912,0.004,0.035,0.054,0.635,0.526,2.363,0.121,19.475,0,1.614,0.034,47.665,0,-0.035,0.008,-4.556,0,8.971,0.141,63.796,0,0.054,0.054,0.986,0.324,0.036,0.055,0.648,0.517,0.085,0.601,0.141,0.888,-0.039,0.026,-1.526,0.127,-0.025,0.002,-14.919,0,0.001,0,1.731,0.083,-0.029,0.007,-4.271,0,-0.007,0.003,-2.814,0.005,0.016,0.004,4.313,0,0,0.001,-0.207,0.836,0.092,0.016,5.794,0,-0.005,0.007,-0.789,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
