"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:13 PM","b1_female_0_pulmonary_executive_fev_digitsback.out"," satsa.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_executive_fev_digitsback.out","satsa","b1","female","0","fev","digitsback",512,7,NA,23,-7685.507,15417.014,15514.496,15441.49,15419.276295082,TRUE,TRUE,NA,0,0.155,0.032,4.902,0,0,0,2.145,0.032,-0.002,0.003,-0.539,0.59,-0.003,0.002,-1.68,0.093,-0.006,0.01,-0.59,0.555,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.743,0.081,0.056,0.001,42.15,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.011,0.006,-1.721,0.085,1.022,0.032,31.845,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:41 PM","b1_female_0_pulmonary_knowledge_fev_analogies.out"," satsa.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_knowledge_fev_analogies.out","satsa","b1","female","0","fev","analogies",512,7,NA,23,-8887.529,17821.058,17918.54,17845.534,17823.320295082,TRUE,TRUE,NA,0,0.759,0.121,6.254,0,0,0,1.029,0.304,0.008,0.008,1.002,0.316,-0.006,0.006,-1.042,0.298,0,0.02,0.001,0.999,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.732,0.083,0.056,0.001,41.455,0,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.055,0.037,0.971,5.113,0.226,22.595,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:44 PM","b1_female_0_pulmonary_knowledge_fev_info.out"," satsa.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_knowledge_fev_info.out","satsa","b1","female","0","fev","info",512,7,NA,23,-10412.214,20870.427,20967.909,20894.903,20872.689295082,TRUE,TRUE,NA,0,0.662,0.212,3.121,0.002,0.001,0.001,1.879,0.06,0.068,0.017,3.959,0,-0.012,0.013,-0.895,0.371,0.088,0.027,3.266,0.001,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.516,0.13,0.056,0.001,41.953,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.464,0.26,-1.784,0.074,10.974,0.406,27.051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 3:06 PM","b1_female_0_pulmonary_knowledge_fev_synonyms.out"," satsa.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_knowledge_fev_synonyms.out","satsa","b1","female","0","fev","synonyms",512,7,NA,23,-9287.797,18621.595,18719.076,18646.07,18623.857295082,TRUE,TRUE,NA,0,0.729,0.142,5.146,0,0,0,0.786,0.432,0.018,0.007,2.661,0.008,-0.015,0.008,-1.827,0.068,0.036,0.019,1.884,0.06,NA,NA,NA,NA,NA,NA,NA,NA,-0.002,0.001,-1.745,0.081,0.056,0.001,42.083,0,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.08,0.027,0.978,4.525,0.217,20.811,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:02 PM","b1_female_0_pulmonary_memory_fev_digitsforward.out"," satsa.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_memory_fev_digitsforward.out","satsa","b1","female","0","fev","digitsforward",512,7,NA,23,-7273.074,14592.149,14689.63,14616.625,14594.411295082,TRUE,TRUE,NA,0,0.097,0.028,3.396,0.001,0,0,0.541,0.588,0.003,0.002,1.51,0.131,-0.001,0.002,-0.716,0.474,0.007,0.006,1.277,0.202,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.683,0.092,0.056,0.001,41.371,0,NA,NA,NA,NA,NA,NA,NA,NA,0.001,0.004,0.301,0.764,0.625,0.027,22.741,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:29 PM","b1_female_0_pulmonary_memory_fev_figurememory.out"," satsa.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_memory_fev_figurememory.out","satsa","b1","female","0","fev","figurememory",512,7,NA,23,-9342.472,18730.944,18828.425,18755.419,18733.206295082,TRUE,TRUE,NA,0,0.559,0.12,4.641,0,0,0,0.952,0.341,0.031,0.01,3.18,0.001,-0.007,0.007,-0.954,0.34,0.047,0.024,1.972,0.049,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.677,0.094,0.056,0.001,42.275,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.064,0.081,-0.796,0.426,6.899,0.31,22.282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:48 PM","b1_female_0_pulmonary_mental_fev_mmse.out"," satsa.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_mental_fev_mmse.out","satsa","b1","female","0","fev","mmse",512,7,NA,23,-8863.436,17772.872,17870.353,17797.347,17775.134295082,TRUE,TRUE,NA,0,0.078,0.051,1.521,0.128,0.001,0.001,1.712,0.087,0.04,0.012,3.448,0.001,0.005,0.003,1.447,0.148,0.062,0.017,3.708,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-0.906,0.365,0.056,0.001,39.451,0,NA,NA,NA,NA,NA,NA,NA,NA,0.068,0.02,3.375,0.001,3.066,0.067,45.733,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 1:55 PM","b1_female_0_pulmonary_reasoning_fev_block.out"," satsa.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_reasoning_fev_block.out","satsa","b1","female","0","fev","block",512,7,NA,23,-10066.211,20178.421,20275.903,20202.897,20180.683295082,TRUE,TRUE,NA,0,1.685,0.242,6.975,0,0.001,0.001,1.257,0.209,0.032,0.014,2.274,0.023,-0.003,0.012,-0.274,0.784,0.053,0.026,2.037,0.042,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.604,0.109,0.056,0.001,42.157,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.084,0.17,-0.495,0.621,11.032,0.263,41.989,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:50 PM","b1_female_0_pulmonary_speed_fev_symbol.out"," satsa.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_speed_fev_symbol.out","satsa","b1","female","0","fev","symbol",512,7,NA,23,-10729.065,21504.131,21601.612,21528.607,21506.393295082,TRUE,TRUE,NA,0,3.135,0.395,7.945,0,0,0.001,-0.589,0.556,0.086,0.021,4.061,0,-0.001,0.02,-0.066,0.947,0.038,0.044,0.863,0.388,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.385,0.166,0.056,0.001,40.308,0,NA,NA,NA,NA,NA,NA,NA,NA,1.075,0.518,2.075,0.038,27.609,0.827,33.378,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:22 PM","b1_female_0_pulmonary_visuospatial_fev_rotations.out"," satsa.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical-cognitive/b1_female_0_pulmonary_visuospatial_fev_rotations.out","satsa","b1","female","0","fev","rotations",512,7,NA,23,-11154.345,22354.689,22452.171,22379.165,22356.951295082,TRUE,TRUE,NA,0,3.222,0.506,6.361,0,0.001,0.002,0.765,0.444,0.097,0.037,2.634,0.008,-0.023,0.027,-0.88,0.379,0.015,0.088,0.167,0.868,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,0.001,-1.696,0.09,0.056,0.001,40.468,0,NA,NA,NA,NA,NA,NA,NA,NA,1.761,1.101,1.599,0.11,114.474,5.07,22.58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
